id,person_id,risk_score,risk_level,risk_factors,total_monetary_amount,average_case_value,financial_risk_level,primary_subject_matter,subject_matter_categories,legal_issues,financial_terms,case_complexity_score,success_rate,last_updated,created_at
1193,41133,5,Low,"['breach', 'family']",17309.00,104.90,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Employment', 'Constitutional', 'Administrative']",[],['fine'],7,100.00,2025-09-15 08:53:17+00:00,2025-09-15 08:53:17+00:00
1194,41134,35,Medium,"['fraud', 'breach', 'family', 'property', 'land', 'ownership']",49302.75,114.92,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']",['fraud'],"['payment', 'damages']",7,100.00,2025-09-15 08:53:17+00:00,2025-09-15 08:53:17+00:00
1195,41136,44,Medium,"['criminal', 'murder', 'manslaughter', 'family', 'land']",15794.00,84.91,Medium,Criminal,"['Property Dispute', 'Criminal', 'Employment', 'Administrative']",[],['fine'],7,100.00,2025-09-15 08:53:17+00:00,2025-09-15 08:53:17+00:00
1196,41137,10,Low,"['family', 'property', 'land']",9146.00,106.35,Low,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],[],5,100.00,2025-09-15 08:53:17+00:00,2025-09-15 08:53:17+00:00
1197,41138,23,Medium,"['criminal', 'breach', 'family', 'property', 'land']",19984.00,186.77,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Administrative']",[],['fine'],5,0.00,2025-09-15 08:53:17+00:00,2025-09-15 08:53:17+00:00
1198,41139,31,Medium,"['fraud', 'breach', 'family', 'property', 'land']",19348.00,122.46,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']",['fraud'],"['mortgage', 'settlement']",2,100.00,2025-09-15 08:53:18+00:00,2025-09-15 08:53:18+00:00
1199,41140,20,Medium,"['family', 'property', 'land', 'ownership']",87248.00,382.67,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative', 'Employment']",['property dispute'],"['damages', 'settlement']",10,100.00,2025-09-15 08:53:18+00:00,2025-09-15 08:53:18+00:00
1200,41141,23,Medium,"['criminal', 'contract', 'business', 'commercial', 'land']",786456.60,1136.50,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['payment', 'damages', 'fine', 'compensation', 'settlement']",7,100.00,2025-09-15 08:53:18+00:00,2025-09-15 08:53:18+00:00
1201,41143,42,Medium,"['breach', 'commercial', 'land', 'boundary']",87909.15,90.91,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],"['investment', 'damages', 'fine']",10,100.00,2025-09-15 08:53:18+00:00,2025-09-15 08:53:18+00:00
1202,41144,30,Medium,"['murder', 'manslaughter', 'divorce']",810.00,101.25,Low,Criminal,"['Family Law', 'Criminal']",[],[],4,100.00,2025-09-15 08:53:18+00:00,2025-09-15 08:53:18+00:00
1203,41145,13,Low,"['commercial', 'family', 'property', 'land']",93035.00,1431.31,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['refund', 'loss', 'payment', 'damages', 'restitution']",2,100.00,2025-09-15 08:53:18+00:00,2025-09-15 08:53:18+00:00
1204,41146,68,High,"['fraud', 'property', 'land', 'ownership', 'breach', 'business', 'family']",154533.43,214.63,High,Property Dispute,"['Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative', 'Contract Dispute']","['property dispute', 'fraud']","['payment', 'damages', 'profit', 'fine', 'compensation']",10,100.00,2025-09-15 08:53:19+00:00,2025-09-15 08:53:19+00:00
1205,41147,14,Low,"['contract', 'breach', 'land', 'ownership']",461444.00,2207.87,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Tort']",['defamation'],"['refund', 'payment', 'damages']",10,0.00,2025-09-15 08:53:19+00:00,2025-09-15 08:53:19+00:00
1206,41148,39,Medium,"['fraud', 'business', 'family', 'property', 'land', 'boundary', 'ownership']",41484.68,218.34,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",['fraud'],"['damages', 'fine']",5,100.00,2025-09-15 08:53:19+00:00,2025-09-15 08:53:19+00:00
1207,41150,16,Low,"['business', 'commercial', 'family', 'land', 'ownership']",16733.98,108.66,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Constitutional']",[],"['damages', 'settlement']",9,100.00,2025-09-15 08:53:19+00:00,2025-09-15 08:53:19+00:00
1208,41152,40,Medium,"['fraud', 'contract', 'business', 'divorce', 'family', 'property', 'land', 'boundary']",313141.40,948.91,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Employment']",['fraud'],"['payment', 'damages', 'loan', 'fine', 'settlement']",5,100.00,2025-09-15 08:53:19+00:00,2025-09-15 08:53:19+00:00
1209,41153,18,Low,"['family', 'property', 'land', 'boundary', 'ownership']",19392.00,125.92,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],"['damages', 'settlement']",5,100.00,2025-09-15 08:53:20+00:00,2025-09-15 08:53:20+00:00
1210,41155,42,Medium,"['criminal', 'fraud', 'family', 'property', 'land', 'ownership']",10054.00,87.43,Medium,Property Dispute,"['Property Dispute', 'Fraud', 'Employment', 'Administrative']","['property dispute', 'fraud']",[],5,100.00,2025-09-15 08:53:20+00:00,2025-09-15 08:53:20+00:00
1211,41157,2,Low,['family'],13940.00,435.63,Medium,Property Dispute,"['Property Dispute', 'Family Law', 'Constitutional']",[],"['compensation', 'settlement']",2,100.00,2025-09-15 08:53:20+00:00,2025-09-15 08:53:20+00:00
1212,41159,13,Low,"['contract', 'breach', 'business', 'property']",165178.50,847.07,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort', 'Administrative']",['negligence'],"['refund', 'loss', 'damages', 'investment', 'fine', 'penalty', 'compensation', 'settlement']",7,100.00,2025-09-15 08:53:20+00:00,2025-09-15 08:53:20+00:00
1213,41161,21,Medium,"['criminal', 'business', 'property', 'land']",2673.00,68.54,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort']",['property dispute'],"['loss', 'profit', 'damages', 'fine']",2,100.00,2025-09-15 08:53:21+00:00,2025-09-15 08:53:21+00:00
1214,41162,23,Medium,"['drug', 'contract', 'business', 'commercial', 'land']",586725.00,8628.31,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Tort', 'Administrative']",['negligence'],"['loss', 'damages', 'compensation', 'fine']",8,100.00,2025-09-15 08:53:21+00:00,2025-09-15 08:53:21+00:00
1215,41164,12,Low,"['property', 'land', 'ownership']",147049.00,665.38,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['investment', 'damages']",7,100.00,2025-09-15 08:53:21+00:00,2025-09-15 08:53:21+00:00
1216,41165,60,High,"['criminal', 'assault', 'battery', 'violence', 'contract', 'family', 'property', 'land']",6099.00,32.10,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Criminal', 'Commercial', 'Employment']",[],['damages'],2,100.00,2025-09-15 08:53:21+00:00,2025-09-15 08:53:21+00:00
1217,41168,21,Medium,"['criminal', 'manslaughter', 'custody']",13780.41,106.82,Medium,Property Dispute,"['Property Dispute', 'Criminal', 'Administrative']",[],[],5,100.00,2025-09-15 08:53:22+00:00,2025-09-15 08:53:22+00:00
1218,41169,36,Medium,"['fraud', 'family', 'property', 'land', 'boundary', 'ownership']",26766.92,123.92,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",['fraud'],"['loss', 'damages']",7,100.00,2025-09-15 08:53:22+00:00,2025-09-15 08:53:22+00:00
1220,41172,8,Low,"['property', 'land']",6664.00,201.94,Low,Property Dispute,"['Property Dispute', 'Commercial', 'Administrative']",['property dispute'],[],5,0.00,2025-09-15 08:53:22+00:00,2025-09-15 08:53:22+00:00
1221,41173,0,Low,[],30672.00,2788.36,Medium,Property Dispute,['Property Dispute'],[],[],2,0.00,2025-09-15 08:53:22+00:00,2025-09-15 08:53:22+00:00
1222,41176,33,Medium,"['fraud', 'breach', 'property', 'land', 'ownership']",13539.00,108.31,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Administrative']","['property dispute', 'fraud']",['damages'],7,100.00,2025-09-15 08:53:23+00:00,2025-09-15 08:53:23+00:00
1223,41177,64,High,"['fraud', 'family', 'property', 'land', 'ownership']",33424.08,73.30,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Tort', 'Administrative']","['property dispute', 'fraud']",['damages'],10,100.00,2025-09-15 08:53:23+00:00,2025-09-15 08:53:23+00:00
1224,41178,0,Low,[],333.00,111.00,Low,Constitutional,"['Constitutional', 'Administrative']",[],[],2,0.00,2025-09-15 08:53:23+00:00,2025-09-15 08:53:23+00:00
1225,41179,24,Medium,"['criminal', 'domestic', 'property', 'land', 'ownership']",75492.00,159.60,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],"['restitution', 'loss', 'debt', 'settlement']",10,100.00,2025-09-15 08:53:23+00:00,2025-09-15 08:53:23+00:00
1226,41180,44,Medium,"['fraud', 'family', 'property', 'land', 'ownership']",162304.53,222.03,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",['fraud'],"['debt', 'loss', 'damages']",10,100.00,2025-09-15 08:53:23+00:00,2025-09-15 08:53:23+00:00
1227,41181,20,Medium,"['contract', 'breach', 'business', 'commercial', 'property', 'land']",757943.11,8063.22,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],"['loss', 'payment', 'damages', 'profit', 'debt', 'compensation']",7,100.00,2025-09-15 08:53:23+00:00,2025-09-15 08:53:23+00:00
1228,41182,19,Low,"['criminal', 'contract', 'breach', 'business']",43684.61,112.88,Medium,Commercial,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort', 'Constitutional', 'Administrative']","['defamation', 'employment law']","['profit', 'payment', 'fine']",7,100.00,2025-09-15 08:53:23+00:00,2025-09-15 08:53:23+00:00
1229,41184,87,High,"['fraud', 'business', 'family', 'property', 'land', 'criminal', 'contract', 'ownership', 'commercial']",338783.65,379.38,High,Property Dispute,"['Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative', 'Contract Dispute']",['fraud'],"['refund', 'payment', 'profit', 'fine', 'penalty', 'settlement']",10,100.00,2025-09-15 08:53:24+00:00,2025-09-15 08:53:24+00:00
1230,41186,10,Low,['criminal'],10740.00,69.29,Medium,Property Dispute,['Property Dispute'],[],[],5,100.00,2025-09-15 08:53:24+00:00,2025-09-15 08:53:24+00:00
1231,41187,2,Low,['divorce'],15503.13,911.95,Medium,Family Law,"['Property Dispute', 'Family Law', 'Administrative']",[],['fine'],5,100.00,2025-09-15 08:53:24+00:00,2025-09-15 08:53:24+00:00
1232,41188,0,Low,[],16330.00,44.86,Medium,Administrative,"['Employment', 'Tort', 'Administrative']",['negligence'],[],10,100.00,2025-09-15 08:53:24+00:00,2025-09-15 08:53:24+00:00
1233,41191,40,Medium,"['fraud', 'contract', 'business', 'divorce', 'family', 'property', 'land', 'ownership']",940266.00,1066.06,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Employment', 'Constitutional']","['human rights', 'fraud']","['payment', 'investment', 'profit', 'loan', 'fine', 'settlement']",10,100.00,2025-09-15 08:53:25+00:00,2025-09-15 08:53:25+00:00
1234,41192,16,Low,"['property', 'land', 'boundary', 'ownership']",10244.00,66.09,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['refund', 'damages', 'fine', 'settlement']",7,100.00,2025-09-15 08:53:25+00:00,2025-09-15 08:53:25+00:00
1235,41196,12,Low,"['contract', 'breach', 'business', 'commercial']",178740.47,1354.09,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['breach of contract'],"['loan', 'penalty', 'payment', 'damages']",5,100.00,2025-09-15 08:53:25+00:00,2025-09-15 08:53:25+00:00
1236,41197,11,Low,"['contract', 'property', 'ownership']",6479.00,79.99,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",['property dispute'],"['loss', 'payment', 'fine']",5,100.00,2025-09-15 08:53:25+00:00,2025-09-15 08:53:25+00:00
1237,41199,20,Medium,"['contract', 'breach', 'business', 'commercial', 'property', 'land']",249675.30,1044.67,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative']",['breach of contract'],"['refund', 'loss', 'payment', 'damages', 'settlement']",5,100.00,2025-09-15 08:53:26+00:00,2025-09-15 08:53:26+00:00
1238,41200,13,Low,"['contract', 'breach', 'commercial', 'land']",200222.44,510.77,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort', 'Administrative']","['negligence', 'breach of contract', 'wrongful dismissal']","['loss', 'payment', 'damages', 'fine', 'compensation']",4,100.00,2025-09-15 08:53:26+00:00,2025-09-15 08:53:26+00:00
1239,41202,34,Medium,"['criminal', 'fraud', 'family', 'land']",19721.59,96.20,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment']",['fraud'],['damages'],2,100.00,2025-09-15 08:53:26+00:00,2025-09-15 08:53:26+00:00
1240,41203,30,Medium,"['fraud', 'breach', 'business', 'custody', 'land']",61093.47,83.01,Medium,Constitutional,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['discrimination', 'human rights', 'constitutional rights', 'fraud']",[],10,100.00,2025-09-15 08:53:26+00:00,2025-09-15 08:53:26+00:00
1241,41206,17,Low,"['business', 'family', 'property', 'land', 'ownership']",13425.00,86.06,Medium,Property Dispute,"['Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Administrative']",['property dispute'],['payment'],4,100.00,2025-09-15 08:53:27+00:00,2025-09-15 08:53:27+00:00
1242,41207,0,Low,[],11301.00,565.05,Medium,Unknown,[],[],[],2,0.00,2025-09-15 08:53:27+00:00,2025-09-15 08:53:27+00:00
1243,41209,17,Low,"['breach', 'business', 'commercial', 'property', 'land']",828152.00,2190.88,High,Commercial,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['refund', 'debt', 'payment', 'settlement']",7,100.00,2025-09-15 08:53:27+00:00,2025-09-15 08:53:27+00:00
1244,41210,16,Low,"['contract', 'breach', 'business', 'commercial', 'land']",12184.24,190.38,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",['breach of contract'],"['loss', 'payment', 'damages', 'debt', 'compensation']",5,0.00,2025-09-15 08:53:27+00:00,2025-09-15 08:53:27+00:00
1245,41211,36,Medium,"['fraud', 'contract', 'breach', 'property', 'land', 'real estate']",18514.36,284.84,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']","['harassment', 'fraud']","['refund', 'payment', 'damages', 'investment', 'compensation']",2,100.00,2025-09-15 08:53:27+00:00,2025-09-15 08:53:27+00:00
1246,41213,35,Medium,"['criminal', 'corruption', 'breach', 'family', 'property', 'land']",62769.00,136.75,Medium,Administrative,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional', 'Administrative']",[],['fine'],10,100.00,2025-09-15 08:53:28+00:00,2025-09-15 08:53:28+00:00
1247,41214,22,Medium,"['criminal', 'property', 'land', 'boundary']",6776.00,65.15,Low,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],"['fine', 'settlement']",5,0.00,2025-09-15 08:53:28+00:00,2025-09-15 08:53:28+00:00
1248,41215,9,Low,"['contract', 'divorce', 'land']",2160.00,69.68,Low,Family Law,"['Contract Dispute', 'Property Dispute', 'Family Law']",[],[],2,0.00,2025-09-15 08:53:28+00:00,2025-09-15 08:53:28+00:00
1249,41216,28,Medium,"['land', 'boundary', 'ownership', 'property']",15084.00,72.87,Medium,Property Dispute,"['Property Dispute', 'Commercial', 'Employment']",['property dispute'],['settlement'],10,100.00,2025-09-15 08:53:28+00:00,2025-09-15 08:53:28+00:00
1250,41217,32,Medium,"['family', 'property', 'land', 'ownership', 'boundary']",36269.40,154.34,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative', 'Family Law', 'Commercial']",['property dispute'],"['damages', 'settlement']",10,100.00,2025-09-15 08:53:28+00:00,2025-09-15 08:53:28+00:00
1251,41218,27,Medium,"['criminal', 'contract', 'divorce', 'custody', 'alimony', 'property', 'land']",112613.00,469.22,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Employment', 'Administrative']",['property dispute'],"['loan', 'payment']",8,0.00,2025-09-15 08:53:28+00:00,2025-09-15 08:53:28+00:00
1252,41219,6,Low,"['contract', 'breach']",9810.00,91.68,Low,Contract Dispute,"['Contract Dispute', 'Employment', 'Tort']",['negligence'],"['loss', 'payment', 'damages', 'compensation']",2,100.00,2025-09-15 08:53:29+00:00,2025-09-15 08:53:29+00:00
1253,41220,12,Low,"['property', 'land', 'boundary']",3469.00,58.80,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],"['profit', 'damages']",5,100.00,2025-09-15 08:53:29+00:00,2025-09-15 08:53:29+00:00
1254,41222,13,Low,"['breach', 'family', 'property', 'land']",18405.00,334.64,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",[],"['investment', 'payment', 'fine']",5,100.00,2025-09-15 08:53:29+00:00,2025-09-15 08:53:29+00:00
1255,41223,45,Medium,"['criminal', 'murder', 'robbery', 'family', 'land']",33050.00,86.52,Medium,Criminal,"['Property Dispute', 'Criminal', 'Employment', 'Constitutional', 'Administrative']",[],['fine'],10,100.00,2025-09-15 08:53:29+00:00,2025-09-15 08:53:29+00:00
