id,name,registry_name,court_type,region,location,address,city,district,latitude,longitude,google_place_id,area_coverage,contact_phone,contact_email,website,court_picture_url,additional_images,operating_hours,is_active,is_verified,created_at,updated_at,created_by,updated_by,search_count,last_searched,notes,status
163,A.M.A District Court,,District Court,Greater Accra,Sanitation Court,"A.M.A District Court, Sanitation Court, Greater Accra",,,5.450873,0.033244,,Jurisdiction covers Sanitation Court and surrounding areas,+233 309 308 121,sanitationcourt.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Sanitation Court, Greater Accra region",ACTIVE
144,Dodowa District Court,,District Court,Greater Accra,Dodowa,"Dodowa District Court, Dodowa, Greater Accra",,,5.780968,-0.281855,,Jurisdiction covers Dodowa and surrounding areas,+233 683 950 739,dodowa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Dodowa, Greater Accra region",ACTIVE
146,Ashaiman District Court,,District Court,Greater Accra,Ashaiman,"Ashaiman District Court, Ashaiman, Greater Accra",,,5.453547,-0.651953,,Jurisdiction covers Ashaiman and surrounding areas,+233 270 584 622,ashaiman.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Ashaiman, Greater Accra region",ACTIVE
148,Weija District Court,,District Court,Greater Accra,Weija,"Weija District Court, Weija, Greater Accra",,,5.354671,-0.183879,,Jurisdiction covers Weija and surrounding areas,+233 724 976 614,weija.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Weija, Greater Accra region",ACTIVE
150,Tema District Court,,District Court,Greater Accra,Whitehouse,"Tema District Court, Whitehouse, Greater Accra",,,5.899675,-0.37757,,Jurisdiction covers Whitehouse and surrounding areas,+233 841 257 388,whitehouse.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Whitehouse, Greater Accra region",ACTIVE
152,Tema District Court,,District Court,Greater Accra,TDC,"Tema District Court, TDC, Greater Accra",,,5.436161,-0.303933,,Jurisdiction covers TDC and surrounding areas,+233 396 639 698,tdc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in TDC, Greater Accra region",ACTIVE
154,Sowutuom District Court,,District Court,Greater Accra,Sowutuom,"Sowutuom District Court, Sowutuom, Greater Accra",,,5.528203,-0.532214,,Jurisdiction covers Sowutuom and surrounding areas,+233 544 967 536,sowutuom.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Sowutuom, Greater Accra region",ACTIVE
156,Asofan – Ofankor District Court,,District Court,Greater Accra,Ofankor,"Asofan – Ofankor District Court, Ofankor, Greater Accra",,,5.284586,0.2568,,Jurisdiction covers Ofankor and surrounding areas,+233 892 802 912,ofankor.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Ofankor, Greater Accra region",ACTIVE
158,Gbese District Court,,District Court,Greater Accra,Gbese,"Gbese District Court, Gbese, Greater Accra",,,6.0215,0.161678,,Jurisdiction covers Gbese and surrounding areas,+233 835 787 754,gbese.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Gbese, Greater Accra region",ACTIVE
160,Kotobabi District Court,,District Court,Greater Accra,Kotobabi,"Kotobabi District Court, Kotobabi, Greater Accra",,,5.474351,-0.433595,,Jurisdiction covers Kotobabi and surrounding areas,+233 235 898 282,kotobabi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kotobabi, Greater Accra region",ACTIVE
162,Kpone District Court,,District Court,Greater Accra,Kpone,"Kpone District Court, Kpone, Greater Accra",,,5.753642,-0.389799,,Jurisdiction covers Kpone and surrounding areas,+233 301 495 888,kpone.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kpone, Greater Accra region",ACTIVE
164,Ho High Court,,High Court,Volta,Ho,"Ho High Court, Ho, Volta Region",,,6.6,0.4667,,Jurisdiction covers Ho and surrounding areas,+233 362 020 123,ho.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Ho, Volta region",ACTIVE
166,Hohoe High Court,,High Court,Volta,Hohoe,"Hohoe High Court, Hohoe, Volta Region",,,7.15,0.4667,,Jurisdiction covers Hohoe and surrounding areas,+233 362 030 123,hohoe.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Hohoe, Volta region",ACTIVE
165,Denu High Court,,High Court,Volta,Denu,"Denu High Court, Denu, Volta",,,7.030945,0.737374,,Jurisdiction covers Denu and surrounding areas,+233 739 262 578,denu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Denu, Volta region",ACTIVE
167,Sogakope High Court,,High Court,Volta,Sogakope,"Sogakope High Court, Sogakope, Volta",,,6.778236,0.886655,,Jurisdiction covers Sogakope and surrounding areas,+233 989 292 195,sogakope.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Sogakope, Volta region",ACTIVE
169,Hohoe Circuit Court,,Circuit Court,Volta,Hohoe,"Hohoe Circuit Court, Hohoe, Volta",,,6.738173,0.485377,,Jurisdiction covers Hohoe and surrounding areas,+233 825 244 375,hohoe.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Hohoe, Volta region",ACTIVE
171,Kpando Circuit Court,,Circuit Court,Volta,Kpando,"Kpando Circuit Court, Kpando, Volta",,,6.669391,0.796129,,Jurisdiction covers Kpando and surrounding areas,+233 485 753 254,kpando.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kpando, Volta region",ACTIVE
173,Denu Circuit Court,,Circuit Court,Volta,Denu,"Denu Circuit Court, Denu, Volta",,,6.962278,0.396392,,Jurisdiction covers Denu and surrounding areas,+233 976 252 857,denu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Denu, Volta region",ACTIVE
175,Abor District Court,,District Court,Volta,Abor,"Abor District Court, Abor, Volta",,,6.402275,0.177289,,Jurisdiction covers Abor and surrounding areas,+233 320 188 650,abor.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Abor, Volta region",ACTIVE
177,Agbozume District Court,,District Court,Volta,Agbozume,"Agbozume District Court, Agbozume, Volta",,,6.156932,0.743692,,Jurisdiction covers Agbozume and surrounding areas,+233 953 725 323,agbozume.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Agbozume, Volta region",ACTIVE
179,Dabala District Court,,District Court,Volta,Dabala,"Dabala District Court, Dabala, Volta",,,6.740263,0.135269,,Jurisdiction covers Dabala and surrounding areas,+233 905 206 387,dabala.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Dabala, Volta region",ACTIVE
181,Ho District Court,,District Court,Volta,Ho,"Ho District Court, Ho, Volta",,,6.135576,0.963825,,Jurisdiction covers Ho and surrounding areas,+233 803 356 559,ho.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Ho, Volta region",ACTIVE
183,Peki District Court,,District Court,Volta,Peki,"Peki District Court, Peki, Volta",,,6.280536,0.554905,,Jurisdiction covers Peki and surrounding areas,+233 788 503 617,peki.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Peki, Volta region",ACTIVE
185,Ave-Dakpa District Court,,District Court,Volta,Dakpa,"Ave-Dakpa District Court, Dakpa, Volta",,,6.959928,0.15702,,Jurisdiction covers Dakpa and surrounding areas,+233 335 423 509,dakpa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Dakpa, Volta region",ACTIVE
187,Vakpo District Court,,District Court,Volta,Vakpo,"Vakpo District Court, Vakpo, Volta",,,6.915156,0.102162,,Jurisdiction covers Vakpo and surrounding areas,+233 854 521 442,vakpo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Vakpo, Volta region",ACTIVE
189,Adaklu District Court,,District Court,Volta,Adaklu,"Adaklu District Court, Adaklu, Volta",,,6.637147,0.00453,,Jurisdiction covers Adaklu and surrounding areas,+233 645 427 704,adaklu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Adaklu, Volta region",ACTIVE
168,Ho Circuit Court,,Circuit Court,Volta,GBVC,"Ho Circuit Court, GBVC, Volta",,,6.184798,0.432154,,Jurisdiction covers GBVC and surrounding areas,+233 407 825 123,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Volta region",ACTIVE
170,Keta Circuit Court,,Circuit Court,Volta,Keta,"Keta Circuit Court, Keta, Volta",,,6.841688,0.410153,,Jurisdiction covers Keta and surrounding areas,+233 377 843 495,keta.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Keta, Volta region",ACTIVE
172,Sogakope Circuit Court,,Circuit Court,Volta,Sogakope,"Sogakope Circuit Court, Sogakope, Volta",,,6.889349,0.10824,,Jurisdiction covers Sogakope and surrounding areas,+233 351 407 200,sogakope.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Sogakope, Volta region",ACTIVE
174,Juapong Circuit Court,,Circuit Court,Volta,Juapong,"Juapong Circuit Court, Juapong, Volta",,,6.956458,0.372362,,Jurisdiction covers Juapong and surrounding areas,+233 264 989 622,juapong.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Juapong, Volta region",ACTIVE
176,Adidome District Court,,District Court,Volta,Adidome,"Adidome District Court, Adidome, Volta",,,7.092819,0.761092,,Jurisdiction covers Adidome and surrounding areas,+233 613 875 236,adidome.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Adidome, Volta region",ACTIVE
178,Akatsi District Court,,District Court,Volta,Akatsi,"Akatsi District Court, Akatsi, Volta",,,6.429556,0.063811,,Jurisdiction covers Akatsi and surrounding areas,+233 800 300 756,akatsi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Akatsi, Volta region",ACTIVE
180,Dzodze District Court,,District Court,Volta,Dzodze,"Dzodze District Court, Dzodze, Volta",,,6.817672,0.77472,,Jurisdiction covers Dzodze and surrounding areas,+233 975 722 192,dzodze.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Dzodze, Volta region",ACTIVE
182,Hohoe District Court,,District Court,Volta,Hohoe,"Hohoe District Court, Hohoe, Volta",,,6.565227,0.326373,,Jurisdiction covers Hohoe and surrounding areas,+233 398 746 711,hohoe.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Hohoe, Volta region",ACTIVE
